Date,AAPL,IBM,NFLX,TSLA
2011-12-23,12.26006031036377,116.12181091308594,10.374285697937012,1.8600000143051147
2011-12-27,12.357327461242676,116.24751281738281,10.085714340209961,1.9046670198440552
2011-12-28,12.239082336425781,115.64418029785156,9.885713577270508,1.9006669521331787
2011-12-29,12.314467430114746,117.02063751220703,9.899999618530273,1.9153330326080322
2011-12-30,12.310819625854492,115.57501983642578,9.898571014404297,1.9040000438690186
2012-01-03,12.500191688537598,117.09606170654297,10.319999694824219,1.871999979019165
2012-01-04,12.567370414733887,116.61837768554688,11.492856979370117,1.8473329544067383
2012-01-05,12.706893920898438,116.06524658203125,11.328571319580078,1.8079999685287476
2012-01-06,12.839729309082031,114.73275756835938,12.327142715454102,1.7940000295639038
2012-01-09,12.81936264038086,114.1356430053711,14.025713920593262,1.8166669607162476
2012-01-10,12.86526107788086,113.95968627929688,13.6899995803833,1.841333031654358
2012-01-11,12.844289779663086,114.59449768066406,13.164285659790039,1.8819999694824219
2012-01-12,12.809027671813965,113.48194885253906,13.164285659790039,1.8833329677581787
2012-01-13,12.76099967956543,112.60832214355469,13.482856750488281,1.519333004951477
2012-01-17,12.90964412689209,113.13627624511719,13.531429290771484,1.773332953453064
2012-01-18,13.043693542480469,113.80883026123047,14.077142715454102,1.7873330116271973
2012-01-19,13.002354621887207,113.463134765625,14.779999732971191,1.784000039100647
2012-01-20,12.775893211364746,118.49140167236328,14.319999694824219,1.773332953453064
2012-01-23,12.992019653320312,119.40910339355469,13.422857284545898,1.7846670150756836
2012-01-24,12.779240608215332,120.63469696044922,13.238571166992188,1.8279999494552612
2012-01-25,13.577162742614746,120.50899505615234,13.577142715454102,1.8646670579910278
2012-01-26,13.515460968017578,120.03761291503906,16.572856903076172,1.929332971572876
2012-01-27,13.5960111618042,119.71077728271484,17.68428611755371,1.9553329944610596
2012-01-30,13.770182609558105,120.99298095703125,17.91857147216797,1.9713330268859863
2012-01-31,13.875659942626953,121.05581665039062,17.171428680419922,1.937999963760376
2012-02-01,13.86684513092041,121.06838989257812,17.567142486572266,1.972000002861023
2012-02-02,13.834322929382324,120.38333129882812,17.71428680419922,2.016666889190674
2012-02-03,13.972931861877441,121.70951080322266,18.06142807006836,2.076667070388794
2012-02-06,14.10333251953125,121.19412231445312,18.46428680419922,2.119999885559082
2012-02-07,14.251067161560059,121.5272216796875,18.268571853637695,2.1066670417785645
2012-02-08,14.489680290222168,121.74805450439453,17.71428680419922,2.128667116165161
2012-02-09,14.990926742553711,121.86162567138672,17.834285736083984,2.171999931335449
2012-02-10,14.998529434204102,121.41362762451172,17.704286575317383,2.0733330249786377
2012-02-13,15.277576446533203,121.53982543945312,16.899999618530273,2.0993330478668213
2012-02-14,15.486096382141113,121.28742980957031,17.58142852783203,2.2113330364227295
2012-02-15,15.127721786499023,121.30635833740234,17.437143325805664,2.240000009536743
2012-02-16,15.265717506408691,121.79226684570312,17.415714263916016,2.2786669731140137
2012-02-17,15.262982368469238,122.04458618164062,17.407142639160156,2.3313329219818115
2012-02-21,15.649942398071289,122.02567291259766,16.77142906188965,2.299999952316284
2012-02-22,15.594916343688965,122.32855224609375,16.05714225769043,2.2813329696655273
2012-02-23,15.696752548217773,124.6884765625,16.141429901123047,2.302000045776367
2012-02-24,15.87974739074707,124.78309631347656,15.95285701751709,2.25
2012-02-27,15.981568336486816,124.63798522949219,15.630000114440918,2.2413330078125
2012-02-28,16.274904251098633,124.92190551757812,16.18857192993164,2.253999948501587
2012-02-29,16.488597869873047,124.1332015991211,15.818571090698242,2.2273330688476562
2012-03-01,16.550294876098633,124.63798522949219,16.10714340209961,2.2939999103546143
2012-03-02,16.571882247924805,125.44561767578125,16.44285774230957,2.2693328857421875
2012-03-05,16.206510543823242,126.61292266845703,15.829999923706055,2.251332998275757
2012-03-06,16.118356704711914,124.46757507324219,15.304286003112793,2.2073330879211426
2012-03-07,16.13142967224121,124.78939056396484,15.027142524719238,2.2079999446868896
2012-03-08,16.474924087524414,126.07660675048828,15.438570976257324,2.204667091369629
2012-03-09,16.571582794189453,126.58772277832031,15.59000015258789,2.315999984741211
2012-03-12,16.779193878173828,126.82750701904297,15.171428680419922,2.4006669521331787
2012-03-13,17.26857566833496,128.58163452148438,15.192856788635254,2.4059998989105225
2012-03-14,17.921520233154297,129.17469787597656,15.035714149475098,2.3526670932769775
2012-03-15,17.799314498901367,129.98240661621094,15.738571166992188,2.3333330154418945
2012-03-16,17.79961585998535,129.9887237548828,15.708571434020996,2.3546669483184814
2012-03-19,18.271686553955078,129.8057098388672,16.332857131958008,2.3320000171661377
2012-03-20,18.419416427612305,128.878173828125,16.431428909301758,2.330667018890381
2012-03-21,18.314239501953125,129.1558380126953,17.157142639160156,2.3433330059051514
2012-03-22,18.218189239501953,129.6605987548828,16.961429595947266,2.293333053588867
2012-03-23,18.118179321289062,129.65426635742188,17.170000076293945,2.2720000743865967
2012-03-26,18.450422286987305,131.0992431640625,17.427143096923828,2.493333101272583
2012-03-27,18.67840003967285,130.72694396972656,17.238571166992188,2.5293331146240234
2012-03-28,18.773847579956055,130.7963409423828,16.972856521606445,2.5233330726623535
2012-03-29,18.5379695892334,131.41470336914062,16.435714721679688,2.4886670112609863
2012-03-30,18.224573135375977,131.65452575683594,16.43428611755371,2.4826669692993164
2012-04-02,18.80455207824707,132.17190551757812,16.281429290771484,2.438667058944702
2012-04-03,19.129501342773438,132.1908416748047,16.137142181396484,2.5339999198913574
2012-04-04,18.97720718383789,130.01393127441406,15.751428604125977,2.3333330154418945
2012-04-05,19.262025833129883,129.64797973632812,15.785714149475098,2.2986669540405273
